Product_Description,Product_Image,Discounted_Price,Product_Rating
"DELL Dell, CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,16GB SSD,",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/6439362/1.jpg?8755,"₦ 155,000",0
"DELL Latitude 3410 14""INTEL Core I3 10th Gen 8GB RAM / 512SSD Keyboard Light Window 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/3790193/1.jpg?8885,"₦ 420,000",0
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/9021032/1.jpg?7214,"₦ 445,000",0
"Hp SPECTRE 14 X360 14TH GEN INTEL CORE ULTRA 7 16GB RAM 1TB SSD 14"" 2.8K OLED BACKLIT KEYBOARD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/8143093/1.jpg?8325,"₦ 2,550,000",0
"Hp Probook 11 X360 TOUCHSCREEN 4GB RAM,128GB SSD, INTEL P W10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/5655292/1.jpg?9520,"₦ 214,999",0
Hp EliteBook 840 G5 Core I5-16GB RAM/1TB SSD-WIN11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/5194922/1.jpg?0103,"₦ 540,000",1
"DELL LATITUDE 3190, INTEL CELERON,4GB RAM,128GB SSD+LIGHT",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/2306943/1.jpg?5054,"₦ 300,000",0
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/6185363/1.jpg?4065,"₦ 167,000",1
Hp Elitebook X2 Intel Core I5 256GB SSD/8GB RAM/Backlit-Keypad - TouchScreen- Windows 10 PRO+ PEN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/5403133/1.jpg?1607,"₦ 540,000",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/1616553/1.jpg?0168,"₦ 250,000",0
Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/6430133/1.jpg?1222,"₦ 599,000",0
Hp EliteBook 840 G6 Intel Core I5/16GB RAM/1TB SSD WINDOWS 11PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/6688362/1.jpg?1327,"₦ 540,000",0
"Hp ENVY X360 14-ES0033DX 13th Gen, 1TB Ssd 16gb Ram I7",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/0422142/1.jpg?9957,"₦ 1,623,000",0
Hp ProBook 11 X360- TOUCH- 8GB RAM/256GB SSD-Intel PENTIUM QUAD CORE WIN11 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/8684373/1.jpg?9526,"₦ 490,000",0
"Hp 15 Intel Core I7- 12GB RAM-1TB HDD, 2GB NVIDIA Graphics WIN 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/8462331/1.jpg?3635,"₦ 2,350,000",0
"Hp Notebook - 15-bs115dx - Intel® Core™ I5-8250U (1.6 GHz Base Frequency, With Intel® Turbo Boost Technology, 6 MB Cache, 4 Cores), 32GB Flash,Mouse,15.6"" Diagonal HD SVA WLED-backlit Touch Screen, Intel® UHD Graphics 620,1TB 8 GB SDRAM, Windows 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/883032/1.jpg?3733,"₦ 897,700",0
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/4675243/1.jpg?0208,"₦ 395,000",0
"Apple Macbook Air 13"" M3 Chip 16GB, 512GB - Midnight",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/6996093/1.jpg?2653,"₦ 3,100,000",0
"Lenovo IDEAPAD SLIM 3 (2023) INTEL CORE I3 3.6GHZ 256GB SSD 4GB RAM  15.6"" FHD WINDOWS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/5410603/1.jpg?6158,"₦ 540,500",0
Hp VICTUS GAMING 16 12TH GEN INTEL CORE I7 8GB RAM 1TB SSD GTX 1650 (4GB) WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/5773042/1.jpg?0669,"₦ 2,093,000",0
Hp ELITEBOOK X360 1030 G2 CORE I5 8GB RAM/ 512GB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/2779362/1.jpg?1459,"₦ 655,000",0
"DELL Latitude 3340 Intel Pentium 8GB RAM, 256GB SSD Windows 11 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/6385042/1.jpg?2758,"₦ 299,999",0
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 16GB RAM, 512GB SSD,4GB NVIDIA RTX 3050 WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/2255992/1.jpg?8921,"₦ 1,420,500",0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win11 Pro LAPTOPS +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/866734/1.jpg?8860,"₦ 509,000",1
Hp Stream- Intel Celeron - 32GB SSD 4GB RAM Windows 10 PRO+ USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/9059293/1.jpg?8485,"₦ 155,000",0
"Hp Pavilion 14'' X360 Convertible, Touch,Intel Core I3 - 8GB RAM - 512GB SSD Windows 10+ Hp MOUSE",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/3198821/1.jpg?5667,"₦ 2,350,000",0
DELL Latitude 3190 INTEL PENTIUM 128GB SSD 4GB WIN 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/2703093/1.jpg?9989,"₦ 220,000",0
Hp PROBOOK 440 G10 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP WINDOWS 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/2441163/1.jpg?5211,"₦ 1,350,000",0
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 12GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/4575362/1.jpg?4787,"₦ 820,000",1
Hp Stream- Intel Celeron - 32GB SSD 4GB RAM Windows 10 PRO+ USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/5159293/1.jpg?8967,"₦ 155,000",0
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/5745063/1.jpg?6653,"₦ 550,000",0
"Hp PAVILION 15 12TH GEN, INTEL CORE I5 12GB RAM 512GB SSD BACKLIT KEYBOARD 15.6""TOUCH WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/8492023/1.jpg?6697,"₦ 1,140,300",0
"Asus VIVOBOOK 14 INTEL CELERON N4020 4GB RAM 512GB SSD 14"" HD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/7324773/1.jpg?6919,"₦ 397,000",0
Laptop Skin Green Camo (13 - 17inches Fit),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/711767/1.jpg?9034,"₦ 8,500",1
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+MOUSE,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/6160752/1.jpg?4583,"₦ 230,000",1
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/9351292/1.jpg?4521,"₦ 211,999",0
Hp EliteBook X360 830 G6 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/0263152/1.jpg?5641,"₦ 610,000",0
DELL INSPIRON 7440 2IN1 TOUCH 14TH GEN INTEL CORE 5 8GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/1760093/1.jpg?1206,"₦ 1,400,000",0
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 12GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11+ Headset,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/4696362/1.jpg?5826,"₦ 827,000",0
Hp PROBOOK 440 G10 2023 INTEL CORE I5 BACKLIT KEYBOARD FP 8GB RAM 256GB SSD WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/4159063/1.jpg?5056,"₦ 970,000",0
"Lenovo IDEAPAD 15 INTEL CELERON N4020 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/5126192/1.jpg?7607,"₦ 380,000",0
"DELL Latitude 3410 14"" INTEL Core I3 10th Gen 8GB RAM / 512 SSD Window 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/9331093/1.jpg?3803,"₦ 450,000",0
DELL Vostro 15 Hybrid- 256gb SSHD-16GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/3608952/1.jpg?1903,"₦ 650,000",0
"DELL Latitude 7390 Intel Core I5-8GB RAM,256GB SSD, Backlit Keyboard Windows 11 +Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/2846943/1.jpg?8881,"₦ 500,000",0
Hp PAVILION 14 TOUCHSCREEN 12TH GEN INTEL CORE I7 8GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/6565603/1.jpg?1660,"₦ 1,450,700",0
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/8444862/1.jpg?6898,"₦ 2,350,000",0
"Lenovo IDEAPAD 15 INTEL CORE I3 12GB RAM 256GB SSD 15.6""FHD WINDOWS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/3246621/1.jpg?5762,"₦ 590,500",0
Hp ELITEBOOK X360 1030 G2 CORE I5 8GB RAM/ 512GB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/5779362/1.jpg?2053,"₦ 650,000",0
Hp ELITEBOOK 630 G10 TOUCHSCREEN 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/2498093/1.jpg?0227,"₦ 1,850,000",0
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/6693032/1.jpg?7175,"₦ 445,000",0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win11 Pro LAPTOPS +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/291992/1.jpg?6522,"₦ 510,000",1
"Hp 250 G4 Intel Celeron (4GB,500GB HDD+32GB Flash,Mouse,Fashion Sport Watch) 15.6-Inch Windows 10 Notebook - Black",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/288891/1.jpg?8564,"₦ 835,000",0
Hp EliteBook 840 G6 Intel Core I7 8GB RAM/512GB SSD Touch/Backlit Keyboard/FP Reader Wins 11 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/5995113/1.jpg?4233,"₦ 775,000",0
"DELL LATITUDE 3380, INTEL CORE I3 ,8GB RAM,500GB HDD+ WINDOW 11 PRO",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/0262392/1.jpg?7425,"₦ 490,000",0
"Lenovo IDEAPAD 15 INTEL CORE I3 8GB RAM 256GB SSD 15.6""FHD WINDOWS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/3246621/1.jpg?6754,"₦ 570,500",1
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD - 8GB RAM -Backlit-Keypad - Touch Windows 11 PRO + PEN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/4979872/1.jpg?6326,"₦ 699,999",0
Hp EliteBook 840 G6 Intel Core I7-TOUCHSCREEN-16GB RAM/1TB SSD/Backlit/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/3422833/1.jpg?5107,"₦ 799,000",1
Hp EliteBook 840 G6 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/5272352/1.jpg?0885,"₦ 510,000",1
Hp ELITEBOOK X360 830 G7 TOUCH INTEL CORE I5 16GB RAM/512GB SSD BACKLIT KEYBOARD/ FP READER WINdowS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/6764373/1.jpg?4427,"₦ 650,000",0
DELL INSPIRON 7440 2IN1 TOUCH INTEL CORE I5 14TH GEN 8GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/8560093/1.jpg?0185,"₦ 1,400,000",0
"Apple Macbook Air 13"" M3 Chip 8GB, 512GB - Space Gray",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/8242983/1.jpg?2653,"₦ 2,700,000",0
Hp ELITEBOOK 830 G9 2022 INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/4611363/1.jpg?0398,"₦ 1,350,000",0
"Hp VICTUS GAMING 15 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3050 (6GB) 15.6""FHD BACKLIT KEY WIN 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/8811573/1.jpg?1989,"₦ 2,050,000",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO +USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/1392263/1.jpg?2018,"₦ 180,000",1
Hp EliteBook 840 G6 Intel Core I5- 12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/7792251/1.jpg?1047,"₦ 500,000",0
Hp Pavilion 11 X360 Intel® Pentium®+  32GB Flash+ Mouse+ USB Light For Keyboard  4GB 500GB HDD WIN 10 HOME + Free 32gb Flash Drive,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/583032/1.jpg?3849,"₦ 875,000",0
Hp ELITEBOOK 830 G6 X360 8TH GEN CORE I5 8GB RAM/ 512GB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/2999662/1.jpg?7212,"₦ 650,000",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/6999493/1.jpg?5445,"₦ 270,000",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/9626493/1.jpg?2830,"₦ 145,000",0
"Hp Stream 11 Intel Celeron 4GB RAM-64GB Plus Mouse, Led Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/0296692/1.jpg?6145,"₦ 180,000",0
Hp EliteBook 840 G6 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/1013503/1.jpg?2584,"₦ 540,000",0
Laptop Stand Also For Tablet Notebook,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/3006392/1.jpg?8811,"₦ 29,000",0
"Hp 250G, INTEL COREI3 11TH GEN, 256SSD , 4GB , WEB CAM, BT,15.6,  ASH COLOUR ,DOS BAG",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/5844242/1.jpg?1611,"₦ 660,000",0
Hp PAVILION 16 14TH GEN INTEL CORE 5 UP TO 5.0GHZ 8GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/0060093/1.jpg?8446,"₦ 1,100,000",0
Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10+ 32GB Flash,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/306077/1.jpg?2029,"₦ 869,000",0
"Hp Pavilion 15 12th Gen Intel Core I5 15.6"" 8GB RAM/512GB SSD Win 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/3168922/1.jpg?9340,"₦ 1,140,000",0
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Win 10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/9397192/1.jpg?2560,"₦ 180,000",1
Hp ProBook 11 X360 Touchscreen 256GB SSD 4GB  Intel Celeron Window 10 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/8558192/1.jpg?0624,"₦ 230,000",0
Hp Notebook 14S-11th Gen-Intel® Core™ I3-8GB Ddr4-ram -512GB SSD- Win 10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/2330752/1.jpg?6885,"₦ 698,000",0
Hp ELITEBOOK X360 1030 G3 8TH GEN CORE I5 8GB RAM/ 256GB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/2249362/1.jpg?0128,"₦ 750,000",0
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/3187842/1.jpg?3912,"₦ 2,500,000",0
Hp 250 G8 11th Gen Intel Core I7 (1TB HDD/16GB RAM) Wins 10 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/340468/1.jpg?6689,"₦ 1,070,000",0
Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TBGB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/2841063/1.jpg?3753,"₦ 610,000",0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/2505393/1.jpg?3127,"₦ 510,000",0
"Lenovo IDEAPAD 1 INTEL CELERON 4GB RAM 256GB SSD 15.6"" HD WINS 10+ Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/7780942/1.jpg?0284,"₦ 383,854",1
Lenovo Laptop Charger Adapter,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/9928101/1.jpg?9485,"₦ 9,500",1
"Asus NOTEBOOK 15 INTEL CELERON N4020 4GB RAM 256GB SSD 15.6"" HD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/7436753/1.jpg?2820,"₦ 339,500",0
"DELL LATITUDE 3380, INTEL CORE I3 ,8GB RAM,256GB SSD ,WIN 11+ LIGHT",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/2071092/1.jpg?2286,"₦ 499,000",0
"Hp 250 G10 13TH GEN INTEL CORE I3 8GB RAM 512GB SSD 15.6"" FHD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/2054292/1.jpg?0233,"₦ 655,000",0
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/7269701/1.jpg?0065,"₦ 220,000",0
Hp ProBook X360 11 G1 EE Intel Celeron N3350  (4GB RAM; 64GB SSD+ 32GB Flash+ Mouse+ USB Light For Keyboard) 11.6-Inch HD Touch Screen Windows 10 Pro Laptop - Black,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/293032/1.jpg?7787,"₦ 240,000",0
"Asus VIVOBOOK 14 11TH GEN, INTEL CORE I7 8GB RAM, 256GB SSD 14"" HD WINS 11+ Flash Drive",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/8970122/1.jpg?6475,"₦ 924,000",0
"Lenovo IDEAPAD SLIM 3 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD 14"" FHD INTEL IRIS XE WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/9659093/1.jpg?2366,"₦ 1,089,000",0
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/6134153/1.jpg?2840,"₦ 500,000",0
DELL Vostro 15 Hybrid- 1TB + 256GB SSHD-12GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/5527852/1.jpg?4321,"₦ 2,350,000",0
Hp 14s Intel Core I3-1215U 8GB RAM 512GB SSD 14.0 HD Backlit Windows 11 - NATURAL SILVER,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/0294573/1.jpg?0055,"₦ 669,990",0
"Hp 250 G9 12TH GEN INTEL CORE I3 12GB RAM 512GB SSD 15.6"" FHD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/3130852/1.jpg?9675,"₦ 665,200",0
Lenovo Ideapad N4000 Intel Celeron  (4GB RAM 256GB) HDD Wins 10 +Mouse,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/158092/1.jpg?4119,"₦ 380,800",1
"DELL Latitude 5490 Intel Core I5- 8GB Ram, 256GB SSD Win 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/4806943/1.jpg?6088,"₦ 500,000",0
Hp Stream11Intel Celeron4GB RAM-64GB Plus Mouse And Led Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/4905433/1.jpg?7110,"₦ 187,490",1
Hp ENVY 14 X360 13TH GEN INTEL CORE I5 8GB RAM 512GB SSD TOUCH/BACKLIT KEYBOARD FP READER WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/9112242/1.jpg?1365,"₦ 1,250,000",0
Hp EliteBook 840 G6  Intel Core I7 512GB SSD / 8GB RAM Touchscreen  Wins 11 Pro Backlit Keyboard/FP Reader,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/3431213/1.jpg?3896,"₦ 775,500",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+& USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/6734553/1.jpg?3227,"₦ 250,000",0
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/7050452/1.jpg?6916,"₦ 475,000",0
"DELL Latitude 3160 Intel Celeron 4GB RAM, 1286 Touchscreen Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/2339552/1.jpg?6976,"₦ 400,000",0
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1tB SSD/Backlit Keyboard- Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/6310462/1.jpg?9405,"₦ 600,000",1
Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/0088293/1.jpg?9830,"₦ 470,000",0
Hp Notebook 15 Intel Celeron 8GB RAM 256GB SSD Windows 11 Laptop,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/6229473/1.jpg?1024,"₦ 405,990",0
Hp ProBook 11 X360- Intel CORE I5- TOUCH- 512GB SSD/8GB RAM- Windows 11 + 64GB Flash & BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/1861793/1.jpg?2386,"₦ 330,000",0
"Hp 14 11TH GEN INTEL CORE I3 Up To 4.4GHz 8GB RAM 256GB SSD 14"" FHD WINS 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/8873232/1.jpg?7312,"₦ 650,600",0
"Hp VICTUS GAMING 15 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3050 (6GB) 15.6""FHD BACKLIT KEY WIN 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/9166573/1.jpg?2339,"₦ 2,050,000",0
"Hp Notebook 15 11TH GEN Intel Core I7 512GB SSD 8GB RAM 15.6"" WIN11 NATURAL SILVER",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/7454732/1.jpg?0695,"₦ 1,000,000",0
"Lenovo IDEAPAD 1 INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/962806/1.jpg?4570,"₦ 380,000",0
